time,over $1K,over $10K,over $100K,over $1M,over $10M
2018-05-30,2025930,16158369.46906080,14579033.51714780,9839643.90743589,6172748.06304366
2018-05-31,2040631,16163769.14805670,14584650.01364660,9850353.8337773,6188003.5593919
2018-06-01,2047999,16165463.49286480,14595394.94970590,9867587.50331851,6194649.29317784
2018-06-02,2062092,16171768.56651060,14603430.61307240,9876912.19506347,6207176.05936929
2018-06-03,2076118,16176684.85215710,14614930.908734,9887054.15662845,6239945.63157412
2018-06-04,2046704,16168549.09591590,14591153.8515225,9855142.22704614,6191336.11697469
2018-06-05,2063454,16175138.06914760,14601636.60866370,9869441.20769431,6193716.12524121
2018-06-06,2062154,16180751.89060040,14608667.75477200,9878649.87338848,6202250.72980794
2018-06-07,2066486,16181988.49127220,14608850.51327770,9877031.65748041,6199972.79884103
2018-06-08,2064095,16180713.24644120,14604875.19279360,9873455.91728164,6199885.14313655
2018-06-09,2058428,16179001.11075970,14599782.98226770,9877093.53849156,6216390.57671658
2018-06-10,1963082,16141211.61730170,14525263.93823050,9768083.57853099,6081625.06664661
2018-06-11,1980138,16146084.60251380,14532729.81955170,9773825.12017284,6088892.32090701
2018-06-12,1931604,16118577.87728040,14468253.21122100,9668536.69984634,5989497.2001039
2018-06-13,1894237,16114671.54784490,14461995.8646097,9652908.79155336,5957637.41527337
2018-06-14,1934476,16132991.82961500,14495616.87843260,9706660.02895738,6018569.95909979
2018-06-15,1905404,16123024.48061910,14475786.79776270,9669441.08657294,5976093.91958376
2018-06-16,1917645,16129994.32185350,14489319.12900430,9688750.51513209,5996781.90925628
2018-06-17,1910938,16129568.73407450,14484752.67113210,9679989.54992791,5993223.74433876
2018-06-18,1956650,16155099.15394920,14537902.44173000,9773824.22695117,6093930.60658122
2018-06-19,1961973,16158662.7448915,14541921.24326540,9778670.43430716,6101880.50384376
2018-06-20,1961343,16163551.91475260,14548328.90576360,9783359.10891328,6112113.57537082
2018-06-21,1957544,16163637.98661770,14545736.62931860,9781864.93977027,6098813.20631647
2018-06-22,1862736,16117447.15576910,14441607.81898840,9624415.68833357,5943580.06344431
2018-06-23,1877002,16125591.18725000,14453149.75500680,9641637.33680364,5952393.75425979
2018-06-24,1873327,16126107.72672180,14454629.88423590,9641246.5908724,5957655.97006809
2018-06-25,1886002,16132479.31892220,14464285.47552830,9653530.75170288,5956285.16665639
2018-06-26,1870221,16125647.44538430,14450583.09501790,9636174.29825141,5949062.49623687
2018-06-27,1875657,16129344.23294430,14455906.78197250,9643271.48192527,5956139.36520539
2018-06-28,1837411,16113817.24481040,14421740.30346840,9595842.01459597,5903405.25441258
2018-06-29,1886472,16136453.59232220,14467054.13444930,9658149.78065522,5967429.2900671
2018-06-30,1906747,16148664.88409820,14494676.32877390,9691691.84180866,6005560.16126668
2018-07-01,1906267,16148685.71634940,14495383.00325540,9688897.9115505,6004323.24591164
2018-07-02,1936515,16163172.68843810,14521794.7427057,9734059.8428752,6049483.24427343
2018-07-03,1919477,16159999.39584030,14513262.04821260,9721582.10238808,6039179.23560978
2018-07-04,1929323,16166057.29214070,14521792.93614530,9734409.73844812,6053971.72511292
2018-07-05,1925295,16164404.22886640,14516172.90799960,9724231.02203106,6046740.95029271
2018-07-06,1935338,16168538.40553430,14522748.25088350,9734432.52837359,6052503.15482566
2018-07-07,1968163,16188072.86589580,14568417.25883260,9810097.74748552,6119016.36688965
2018-07-08,1964600,16187599.67583200,14557535.06188790,9795133.55886167,6105339.2770308
2018-07-09,1947311,16177112.06170820,14526004.6300415,9740750.88433658,6052931.35394975
2018-07-10,1904399,16159808.53359030,14491574.1818795,9673810.5004694,5986930.75134571
2018-07-11,1910963,16166100.73666630,14500162.16448850,9687916.0050102,6000905.11054589
2018-07-12,1881307,16155038.90102370,14472832.1490607,9652769.65783564,5962269.82204579
2018-07-13,1888628,16157880.3790012,14482330.97873010,9667822.43105695,5966905.35843688
2018-07-14,1897645,16163181.32942530,14497432.40020820,9681241.14707231,5982669.17878926
2018-07-15,1910618,16169215.68695000,14507469.31322800,9690683.9665264,5994524.96259448
2018-07-16,1968692,16201238.36615450,14574263.45443330,9803868.4265865,6109084.94360681
2018-07-17,2043628,16234932.8389628,14636419.47436120,9888124.89958929,6210093.44800419
2018-07-18,2049379,16240295.34489680,14642437.67984180,9896203.27356985,6218724.00518405
2018-07-19,2059876,16246638.57635410,14652754.63817050,9914231.47699043,6237812.31249067
2018-07-20,2045478,16241079.92768350,14643223.96539830,9894517.84989358,6218845.48867624
2018-07-21,2056094,16246114.37868350,14650203.99514940,9906410.66254893,6232709.69665479
2018-07-22,2055356,16246790.48860460,14649378.49617650,9903351.18185733,6225548.67794497
2018-07-23,2094001,16266326.13705120,14686169.99659930,9946899.72723053,6281665.42461709
2018-07-24,2174948,16299364.02424340,14751489.81599340,10034124.25934160,6373157.50739234
2018-07-25,2147607,16291311.02053870,14727171.99972020,10010655.44012800,6334699.9569872
2018-07-26,2118105,16278850.79100510,14704040.19077760,9971438.20737177,6299792.70332585
2018-07-27,2148803,16292045.50049650,14724436.58991840,10004083.73778880,6322009.65443287
2018-07-28,2149299,16295031.11547660,14729139.62410450,10009391.31578260,6326578.68117114
2018-07-29,2155913,16297884.50128940,14732089.68606710,10017143.0108758,6340078.31602894
2018-07-30,2150014,16296938.76239430,14730116.6001941,10015371.51585960,6322639.41718156
2018-07-31,2102356,16278283.42028750,14695848.42979090,9958685.55488735,6285594.96740793
2018-08-01,2088112,16271277.93766140,14675809.0010723,9938444.93693576,6244904.61064882
2018-08-02,2078247,16272373.62327930,14675299.11420260,9940517.65810025,6258326.01187543
2018-08-03,2064189,16268294.44977260,14668137.13952980,9932123.49490194,6249892.22822987
2018-08-04,2015265,16249033.81204760,14626850.09621360,9874615.08847726,6174261.31186995
2018-08-05,2020860,16251102.49425620,14628364.28208120,9874047.70462204,6167389.26898178
2018-08-06,2011777,16246721.25120940,14619786.20491760,9865617.85532445,6153422.63847372
2018-08-07,1986660,16238136.08691700,14601426.76919300,9835864.8876788,6129265.10810638
2018-08-08,1918361,16203671.4544527,14524884.0670888,9708644.37705249,6015172.12915686
2018-08-09,1955872,16220528.91039040,14555840.13662240,9766443.51125955,6079082.73445188
2018-08-10,1902679,16197360.07538760,14507955.5949416,9698131.85136741,6002882.10440638
2018-08-11,1928342,16210401.68485040,14532997.40139520,9731173.7518634,6036330.82007946
2018-08-12,1930443,16211599.39782660,14532663.32035320,9729361.60960657,6040052.85243821
2018-08-13,1926013,16209661.68026180,14528082.06272190,9713145.24844762,6025854.67929327
2018-08-14,1915113,16203881.37680800,14511810.95160250,9696820.8774709,6004149.5157778
2018-08-15,1929298,16211607.15207640,14528923.85142560,9722157.66248713,6045861.49482753
2018-08-16,1933037,16213916.17404480,14532469.80484940,9737874.91795567,6059049.25080033
2018-08-17,1968245,16230312.1322509,14560284.31952460,9782470.41364292,6101241.89809061
2018-08-18,1947518,16222774.30505810,14545853.88369650,9759016.58521597,6077056.88240907
2018-08-19,1960201,16229201.10294480,14556032.03961350,9778438.3870001,6089411.11831626
2018-08-20,1933953,16217729.8878146,14533438.08295650,9745399.53214782,6054016.47099874
2018-08-21,1957491,16231725.21310690,14557520.9972431,9794533.8346612,6088686.96945999
2018-08-22,1941453,16228375.5916365,14549629.72483260,9791855.45340574,6076561.76191206
2018-08-23,1961233,16238516.88452770,14565836.6857087,9820223.83229817,6103293.72241632
2018-08-24,1997564,16260875.98354980,14614454.9203665,9904839.88054092,6164526.6492919
2018-08-25,2005776,16264736.24502670,14620782.67670590,9923720.76334039,6174856.9666844
2018-08-26,1996594,16263950.88902710,14618775.33042910,9923924.15555466,6167585.77458673
2018-08-27,2017237,16274574.12966310,14633975.20978650,9955818.03787173,6187322.51207215
2018-08-28,2049375,16288997.27368790,14657805.47799330,9991497.6689817,6228706.34427617
2018-08-29,2042225,16287165.36258310,14652597.69215780,9999549.0717992,6222717.30152139
2018-08-30,2034800,16286350.49495170,14649826.94431190,9994387.85799455,6217701.43080683
2018-08-31,2042751,16290394.2238816,14655670.60217850,10003224.20284950,6212821.14255068
2018-09-01,2065247,16302714.31688560,14680708.52345610,10028818.96067110,6264321.19876929
2018-09-02,2077538,16308244.8048358,14688315.83779350,10039747.00553200,6271964.57641014
2018-09-03,2074882,16308454.71280190,14687597.84972360,10045438.4245854,6279886.10296945
2018-09-04,2087543,16314301.23255710,14695778.74919330,10058875.49617720,6287645.06709633
2018-09-05,2013681,16287725.44042910,14642112.89116470,9984756.86447493,6200146.05550965
2018-09-06,1963786,16260516.78702290,14582162.14923710,9888873.82242182,6123763.61183881
2018-09-07,1956369,16255880.17968210,14570787.10466970,9872007.47287522,6111865.27348505
2018-09-08,1927398,16243115.26704640,14541202.7317677,9835695.7925532,6070001.41290215
2018-09-09,1935470,16248184.49580550,14549918.89288800,9844989.87058273,6071322.72320015
2018-09-10,1944798,16254092.5965122,14569030.24064470,9864530.10417802,6088881.25034322
2018-09-11,1943172,16254765.64596680,14568332.42358380,9860163.00179338,6092821.17753728
2018-09-12,1949384,16259578.44759400,14576488.43715500,9870800.47517369,6105812.18823517
2018-09-13,1968931,16271507.69987370,14594907.06368420,9893729.36995779,6132673.89510821
2018-09-14,1971611,16272133.40601320,14596137.8902838,9899614.23860506,6135625.59828865
2018-09-15,1975092,16275363.05377380,14600057.00627450,9904459.57517194,6137880.69210708
2018-09-16,1972991,16274685.13397430,14597731.83379980,9899326.06008296,6131747.68677034
2018-09-17,1941767,16262573.58572630,14574479.81388120,9865397.6108647,6103622.31441105
2018-09-18,1952882,16268466.16860130,14583190.97825040,9876672.72132236,6110569.67281733
2018-09-19,1958967,16272604.97230020,14588521.29830450,9878742.22549908,6105082.66555573
2018-09-20,1975583,16280438.73179760,14601488.12417640,9894313.84966303,6123924.81157562
2018-09-21,2020063,16307905.89501230,14656576.15683020,9985787.29741685,6215235.41291857
2018-09-22,2015084,16307244.51415280,14653631.29765310,9989050.21988305,6227041.13216762
2018-09-23,2015971,16308268.41907550,14654974.85587230,9989672.91016224,6227057.14409515
2018-09-24,1987519,16291152.97600760,14613692.6877525,9919038.52868497,6168888.98975172
2018-09-25,1967547,16284220.48322390,14599370.4723615,9897794.94325748,6144570.16020266
2018-09-26,1972102,16289850.42098540,14608683.90075950,9912037.15593892,6158641.20446453
2018-09-27,2012810,16313360.93237870,14663358.07760220,9998316.78842604,6235077.03620061
2018-09-28,1993631,16302045.68489570,14633459.93858500,9947713.09377626,6187760.81872274
2018-09-29,1989222,16300824.72213370,14634048.56380390,9943728.35111353,6185139.10831996
2018-09-30,1992221,16303595.17338960,14639727.7021761,9949301.19958124,6181342.35207176
2018-10-01,1989374,16302166.41324640,14637100.89203260,9943008.48520472,6176001.0812616
2018-10-02,1980733,16301979.18857920,14636112.78543040,9948573.54858217,6164779.44515236
2018-10-03,1974809,16300665.79418350,14639779.9915538,9950793.0160442,6149576.1531738
2018-10-04,1985555,16306615.46535910,14649746.07682430,9960042.0919268,6163088.9495536
2018-10-05,1990737,16310132.81236060,14655327.69889260,9974523.21362371,6167686.98179939
2018-10-06,1986970,16308802.28117930,14656888.45023370,9973887.71727819,6163700.01695807
2018-10-07,1989360,16310624.79438590,14661787.38682450,9979479.66588483,6162528.75585239
2018-10-08,1994191,16314790.600165,14669215.13999000,9986549.16128218,6170406.04542984
2018-10-09,1992150,16315619.51863510,14669776.36400010,9986299.30382464,6167052.42062381
2018-10-10,1985025,16312332.48045150,14662450.0583173,9972253.85186163,6156937.02256842
2018-10-11,1934992,16291976.74815880,14618281.2752299,9913510.58778574,6099135.86794861
2018-10-12,1937958,16296349.40246520,14623067.26517420,9918411.02133384,6091026.67619707
2018-10-13,1937033,16300129.26085190,14624765.79689560,9918139.61939883,6088257.58162848
2018-10-14,1934944,16301579.86329260,14622322.2232375,9914060.24560591,6087401.41843189
2018-10-15,1970786,16320494.04465060,14657868.31922380,9948560.05118305,6118738.90037001
2018-10-16,1972958,16325159.39434200,14659491.29397200,9955697.48945762,6109846.17697219
2018-10-17,1969574,16326868.80808550,14657845.32327050,9947578.51764999,6107682.82043716
2018-10-18,1962275,16327637.65774900,14657936.08985740,9965923.01316958,6132042.56387777
2018-10-19,1958030,16331116.84848930,14659813.03676580,9966864.48971675,6130378.21888926
2018-10-20,1961129,16335454.58114190,14663531.6846435,9971100.9227315,6137120.3436557
2018-10-21,1962996,16337494.83938760,14665699.63929600,9972745.87521558,6137190.84352425
2018-10-22,1962266,16338837.0225653,14667939.24239340,9973570.38079625,6128083.80615323
2018-10-23,1961720,16339655.47211160,14669727.3255657,9971347.9129534,6127903.46155528
2018-10-24,1963642,16342244.61238000,14676197.49729300,9972809.28717585,6132536.87002215
2018-10-25,1962158,16343152.50814490,14677333.01143750,9976260.55254423,6125431.84160359
2018-10-26,1962981,16344818.06970150,14679321.57630260,9977594.6159829,6120821.51707737
2018-10-27,1964355,16346276.27771590,14681967.40790130,9974226.8545737,6121557.19037507
2018-10-28,1965153,16347391.49366240,14682381.65653290,9974461.44599839,6118773.88437635
2018-10-29,1947725,16340955.0922974,14670301.01386410,9960018.617131,6097503.45083117
2018-10-30,1949569,16343396.77106030,14671928.67343190,9956495.47019265,6103026.78563031
2018-10-31,1955296,16346733.96125410,14677850.28883500,9962891.36447827,6107703.92845438
2018-11-01,1960275,16350334.68338990,14682728.65989580,9972236.15916669,6111852.88456227
2018-11-02,1960129,16352112.02725680,14688249.163235,9979333.21098626,6107552.31813652
2018-11-03,1958435,16353371.05037000,14688240.46750000,9976127.23351555,6103685.2690325
2018-11-04,1971659,16359407.1742612,14697835.36576960,9982709.62851644,6119915.70989922
2018-11-05,1971149,16360206.56091530,14696980.4454733,9983186.67573586,6118011.84803648
2018-11-06,1978294,16362835.0310642,14700229.03375320,9987968.33957806,6122518.47351857
2018-11-07,1985346,16368623.5589109,14709549.1309979,10002211.56255190,6129259.05493151
2018-11-08,1971222,16364593.47249300,14702999.31952140,9993957.47856241,6120809.70421451
2018-11-09,1961385,16363082.54847110,14702778.19765980,9994689.42305416,6105871.94329428
2018-11-10,1963538,16365992.68700630,14706347.41980550,9998066.74951377,6106704.11688361
2018-11-11,1961286,16366703.81676120,14705064.54877490,9994110.02348658,6105979.438575
2018-11-12,1958576,16366909.37136530,14707760.52590250,10008282.64692890,6120025.82054641
2018-11-13,1950946,16365546.4651748,14705749.70349580,10000595.99800960,6105103.4272465
2018-11-14,1855040,16321693.00270460,14618331.15867990,9880649.61971529,5976263.45865353
2018-11-15,1842344,16321711.22140740,14613850.06559980,9884010.86197315,5959952.27370175
2018-11-16,1835260,16320616.00619490,14613802.17168840,9882731.9106228,5953426.51818357
2018-11-17,1835402,16322300.72246120,14617854.73561590,9887365.2391967,5958225.65214755
2018-11-18,1843757,16326049.83718350,14627094.7161536,9897085.99550545,5974415.90688512
2018-11-19,1696172,16206602.90285440,14439214.96589120,9610773.29657919,5532726.05530969
2018-11-20,1609975,16170709.74420370,14361121.61659110,9514483.13912808,5427929.77850706
2018-11-21,1649900,16194154.91527480,14413353.45711490,9577684.69419483,5491878.41126923
2018-11-22,1604327,16175394.41764540,14367171.2015046,9513594.01709533,5418501.00431469
2018-11-23,1601120,16176777.70205960,14366325.91139550,9517086.34206305,5433668.9192189
2018-11-24,1493985,16128880.84211120,14197576.66005350,9343060.59952124,5291514.46644324
2018-11-25,1518432,16145390.66043930,14236851.61994030,9395234.20813823,5329012.32327561
2018-11-26,1473156,16122348.51892660,14187138.57773210,9331249.12717269,5271534.52692356
2018-11-27,1487566,16132475.97690320,14207253.55245550,9366327.86437355,5320288.85112592
2018-11-28,1587088,16178334.82690370,14373587.98126900,9544795.86896708,5470368.99447098
2018-11-29,1591467,16182867.47674250,14383727.48350130,9545513.62355356,5473834.74917255
2018-11-30,1525637,16151631.68661670,14256313.38279010,9436881.50494614,5394673.84478829
2018-12-01,1573877,16176664.56972130,14366542.21588410,9538468.00826673,5469969.07209894
2018-12-02,1566092,16173561.31624580,14356192.87828240,9527102.66754951,5454143.14151041
2018-12-03,1502644,16141551.6323615,14227685.53805570,9383313.41316894,5345694.23721155
2018-12-04,1510401,16152033.95880180,14239615.1430151,9420752.99079476,5386549.08006384
2018-12-05,1481590,16133918.18806740,14176425.82982860,9346776.83239119,5313665.26147902
2018-12-06,1443447,16113631.29985390,14158444.23531440,9315236.6929224,5248749.02314279
2018-12-07,1415794,16099247.67133440,14131584.69716060,9277273.64156208,5220593.3956082
2018-12-08,1422619,16104793.107803,14138815.00664400,9287372.06167925,5222314.76826422
2018-12-09,1447317,16121332.51189900,14170705.16042550,9329802.93070341,5268634.15549844
2018-12-10,1424312,16107660.21805130,14139983.80957360,9286377.62433171,5227166.92715432
2018-12-11,1413018,16100732.61723040,14125019.38664970,9253462.62763964,5208083.86084423
2018-12-12,1426224,16111152.66161860,14139636.42786480,9281574.19076458,5222811.88628262
2018-12-13,1378779,16052907.10995940,14063099.81392450,9082223.02627038,5040304.60061972
2018-12-14,1364732,16046627.01233880,14047967.21156450,9055817.96126577,5001540.97693385
2018-12-15,1362993,16046153.28360010,14045272.28373620,9052616.32472077,5006427.82520827
2018-12-16,1365849,16047660.34502910,14046432.47005190,9050784.89764005,5019297.18135583
2018-12-17,1444483,16128408.65267950,14161915.85577860,9300938.16745917,5253322.58901532
2018-12-18,1474737,16147130.38520950,14195686.49325360,9346612.69032217,5312585.55861552
2018-12-19,1481024,16152623.45566080,14201712.22950310,9354817.67130014,5329703.98275116
2018-12-20,1569620,16198045.769746,14346829.1170635,9509292.11619195,5447380.58593868
2018-12-21,1506205,16169769.89001280,14231233.98237220,9404980.76300911,5370966.50902063
2018-12-22,1531872,16184025.93279990,14260627.07901030,9441648.34281829,5398546.10893685
2018-12-23,1528639,16183991.82712280,14258220.66535310,9434878.76372508,5394222.93248503
2018-12-24,1564199,16203064.30060300,14354391.18532180,9517932.76629345,5445861.83198473
2018-12-25,1495030,16168975.69246070,14221659.79832850,9385447.43849826,5351104.41203549
2018-12-26,1503008,16175448.22681880,14231124.89124600,9399769.33390837,5364116.19640913
2018-12-27,1462692,16154357.89395240,14192849.33212430,9348400.38789117,5308267.18458798
2018-12-28,1519431,16186116.65790070,14251774.03668270,9425092.56935405,5402256.07213435
2018-12-29,1508143,16180125.60816860,14232506.84148180,9402843.78885216,5381574.76579403
2018-12-30,1507897,16182764.00784290,14236402.00212180,9407034.58362791,5384242.26305932
2018-12-31,1482562,16169344.83567560,14208180.25013500,9364732.47986419,5349475.14590766
2019-01-01,1506124,16183591.56994930,14233116.99378440,9396350.96206993,5377460.54830521
2019-01-02,1524839,16194113.86272410,14257824.25340630,9426523.49265357,5408138.05353104
2019-01-03,1502981,16183742.23871160,14227847.22024630,9387546.6547474,5361839.82918215
2019-01-04,1511099,16189377.0525446,14237268.44193520,9400606.27888089,5375503.901121
2019-01-05,1506219,16188201.03763230,14232123.79376890,9393315.56186849,5365876.68648918
2019-01-06,1572285,16222150.10720680,14361649.00205560,9514717.23212341,5459542.59826984
2019-01-07,1560701,16218119.20877360,14351948.99396740,9496970.34005589,5438082.78212533
2019-01-08,1543134,16213561.12741660,14280008.01213380,9447223.35667907,5393194.38010631
2019-01-09,1560297,16223699.76080490,14363188.33423870,9514996.79502619,5461166.30421893
2019-01-10,1474232,16178228.06896020,14206376.59956410,9354829.91881564,5322298.61628891
2019-01-11,1473908,16179268.37665750,14207809.87917660,9350890.95826354,5324983.1376146
2019-01-12,1473187,16179213.72093090,14205550.25129100,9349809.68541643,5321267.67555947
2019-01-13,1452721,16167144.7318001,14180118.11368720,9318536.02084291,5284268.13997961
2019-01-14,1484291,16185036.84687270,14213511.170691,9356170.23782684,5335679.56824103
2019-01-15,1466669,16178392.50602670,14201797.97676670,9344510.8068023,5315690.65204021
2019-01-16,1472062,16180944.08819230,14206571.71060110,9350924.33311771,5314836.7388066
2019-01-17,1478877,16185096.89994910,14211462.99210440,9354872.44762945,5328701.83606775
2019-01-18,1473490,16182225.3521639,14205931.95865400,9354405.75518933,5326459.56614647
2019-01-19,1487857,16191980.25609670,14220506.66170070,9373944.62724993,5368682.55849071
2019-01-20,1460129,16175915.79278430,14186016.31380690,9328573.14467159,5298761.37560535
2019-01-21,1460452,16176829.66005720,14186056.05010780,9326178.21386661,5294406.26053586
2019-01-22,1469353,16183083.77961500,14197151.28896860,9341340.89452107,5314481.57864375
2019-01-23,1463992,16179416.79340720,14187102.27097950,9324538.81231194,5302970.79789363
2019-01-24,1465410,16184313.34915270,14194554.05208240,9332469.00386904,5305003.5177512
2019-01-25,1465188,16183146.78265980,14195048.53277740,9336170.09688013,5312743.97671653
2019-01-26,1464282,16183136.969187,14193198.2842026,9331510.59175356,5317420.65201745
2019-01-27,1461157,16181387.10100220,14189268.27487950,9326603.88121124,5307002.96309698
2019-01-28,1440859,16169842.845161,14166445.50504980,9297904.3815826,5270596.91849573
2019-01-29,1432455,16167533.6727856,14159145.59066570,9288040.83379699,5248357.24693447
2019-01-30,1441917,16172684.53204920,14166824.57928880,9295065.71475644,5261347.08928384
2019-01-31,1437765,16168988.57755820,14154574.97345650,9286314.09711653,5241645.48123013
2019-02-01,1443857,16175629.2506125,14165144.10254140,9308763.97536334,5280171.69362691
2019-02-02,1449452,16178827.22706730,14174623.05840740,9316992.41136173,5286262.83208455
2019-02-03,1438888,16171971.57664970,14158759.10805200,9298328.911926,5262289.37095196
2019-02-04,1440250,16172979.85515350,14158585.02573720,9297109.11945097,5261175.98624507
2019-02-05,1444441,16174427.26625460,14159323.09636780,9299431.04304548,5260371.1212457
2019-02-06,1432109,16170872.72265400,14153676.23924720,9285362.7964065,5229050.3057719
2019-02-07,1431943,16170941.90441920,14149535.44015760,9278927.32103704,5228927.04401268
2019-02-08,1484037,16204404.48819370,14210135.2643569,9357174.00183688,5310738.84789023
2019-02-09,1485382,16207096.86663700,14213102.72931520,9357413.89045544,5307352.86240639
2019-02-10,1490043,16210745.94558990,14217922.85160490,9364941.36742772,5315552.04769775
2019-02-11,1480014,16207505.96434320,14211861.50868910,9353810.41706546,5302726.23736881
2019-02-12,1481622,16206919.37112110,14207403.89170410,9353481.44991419,5310933.90160702
2019-02-13,1478929,16208552.82001740,14208998.40728720,9355548.21697425,5326911.06886775
2019-02-14,1475889,16206449.86599090,14200955.52122720,9350469.45112233,5319624.27419875
2019-02-15,1477382,16207488.32357260,14201868.89701280,9350699.24227446,5317699.49696418
2019-02-16,1483528,16212318.96701170,14210456.88854380,9359330.42746741,5334432.63693636
2019-02-17,1491865,16217351.54664630,14218714.42883640,9365499.41546692,5345358.26886962
2019-02-18,1537388,16247863.57708970,14277841.08823960,9443870.06780212,5432933.24960129
2019-02-19,1544073,16250341.81963060,14280053.69556030,9443972.97215096,5432904.51316236
2019-02-20,1551587,16255215.87182150,14284903.85924710,9449163.28027447,5435583.80662667
2019-02-21,1544012,16251937.01502330,14277020.33643390,9426783.7377349,5428201.39843498
2019-02-22,1553963,16261144.50451710,14292736.06292780,9451929.6020246,5445577.26458296
2019-02-23,1604493,16285448.80926590,14400816.78765250,9546085.12387315,5504676.97814693
2019-02-24,1518750,16241541.88060010,14249166.53047940,9390750.96552178,5397052.20277965
2019-02-25,1531830,16249293.81950980,14262863.51856140,9412541.72147416,5422864.12940971
2019-02-26,1528636,16247105.89056720,14257737.42498260,9406353.69774558,5415649.1202242
2019-02-27,1531373,16246940.70273970,14257493.72373480,9409625.43044657,5425410.16920974
2019-02-28,1530469,16248246.71902050,14259625.52633920,9407574.53087282,5351064.70180505
2019-03-01,1534818,16250685.55883600,14258820.50466520,9412981.08809714,5359165.98764147
2019-03-02,1535572,16250241.47313030,14260160.83162670,9416381.80462603,5358802.03138508
2019-03-03,1531918,16248001.81965690,14255924.73517970,9407605.07600303,5354440.72650766
2019-03-04,1515541,16239371.27132270,14236960.38339710,9377054.88600575,5327509.36779776
2019-03-05,1545412,16254905.85934310,14261694.31771360,9420584.10399748,5371047.57464154
2019-03-06,1549325,16258811.36577590,14271605.15358940,9426520.16555881,5371484.30617256
2019-03-07,1551525,16260382.81332920,14272035.25357990,9431519.78243958,5378865.41202981
2019-03-08,1547246,16258358.44449700,14264651.08726250,9426123.29095793,5387025.31724207
2019-03-09,1564002,16266846.74641010,14282143.89128360,9453855.7533052,5405430.89392779
2019-03-10,1562717,16267107.93593810,14281694.88271930,9450770.38679774,5411520.96904071
2019-03-11,1551888,16262772.9301384,14274416.02005640,9434064.44297174,5404219.4093795
2019-03-12,1554294,16264326.39547700,14277230.0627411,9440879.0043866,5420290.83100441
2019-03-13,1553724,16265158.63334470,14276148.73993930,9438172.36196438,5419207.18585441
2019-03-14,1553873,16268140.07384040,14277254.9784642,9435414.46510128,5409387.28642249
2019-03-15,1563627,16275111.13236100,14290608.26262180,9455346.72712194,5430858.44488049
2019-03-16,1581388,16286224.56164750,14313073.44814600,9479496.45598778,5444123.34374244
2019-03-17,1576731,16284771.15499130,14306121.17349320,9469472.42252725,5434487.628161
2019-03-18,1579219,16285932.37090050,14306707.00675840,9470148.48446035,5428939.47270824
2019-03-19,1586110,16289562.90552560,14314816.08580500,9479316.63556066,5442941.82380273
2019-03-20,1613350,16302275.67257210,14394367.93013840,9539423.63971469,5472773.37904266
2019-03-21,1581738,16291472.68966740,14313968.330196,9485185.52667327,5435370.55600773
2019-03-22,1583034,16294208.32891130,14319752.47060440,9488766.8224287,5442157.11767099
2019-03-23,1583575,16294627.91705680,14320233.87062080,9489381.302978,5442670.88153623
2019-03-24,1581770,16295182.71253840,14319757.3372799,9486430.16839854,5437618.56560322
2019-03-25,1572015,16289242.94087990,14303585.04642220,9464819.20660237,5426899.854249
2019-03-26,1575812,16289661.22611190,14306410.72063270,9470368.49586744,5446582.85032859
2019-03-27,1615535,16311033.92680050,14410769.18450700,9559209.00005463,5483103.24385924
2019-03-28,1609833,16309535.47620170,14409364.46874080,9554442.32841421,5477734.08488732
2019-03-29,1621420,16322915.64237980,14438314.67123020,9599043.49625651,5513928.89768915
2019-03-30,1621894,16325126.56300310,14439566.09219620,9596385.70420575,5516981.91269946
2019-03-31,1622063,16327865.43871990,14443464.59966660,9597289.7101164,5517570.06235768
2019-04-01,1634831,16330074.27252930,14445672.68257690,9604831.19030902,5526022.68391964
2019-04-02,1775191,16403866.15556560,14597214.51925530,9792898.04945693,5715421.47445149
2019-04-03,1778458,16415556.74582530,14616092.29222760,9807551.34190033,5735853.62276241
2019-04-04,1767740,16413047.3870549,14615804.28028990,9807980.87997029,5725672.37456883
2019-04-05,1818220,16491927.92550910,14723227.98286360,9973651.36938908,6060835.08445213
2019-04-06,1818459,16496112.33867350,14726069.87936370,9977646.62277208,6066355.30375997
2019-04-07,1844222,16510379.87587620,14744789.10404020,10014786.28446550,6116153.28497016
2019-04-08,1861401,16520249.7144578,14764226.97712910,10039563.28033380,6147277.57670496
2019-04-09,1850204,16510827.9365156,14741065.56945420,10015376.43712980,6121315.11565118
2019-04-10,1871506,16521497.07914360,14763525.34966520,10041133.13418470,6145111.25681743
2019-04-11,1826780,16499943.81970540,14726531.49041860,9989825.9170444,6101019.66856875
2019-04-12,1832338,16505754.4796708,14730698.76994680,9996973.88592028,6106619.94699579
2019-04-13,1832330,16505267.83469860,14732736.43593190,9996798.81382257,6109362.27349127
2019-04-14,1845538,16514106.90503940,14745554.23990020,10017311.48450120,6133652.40513325
2019-04-15,1827256,16504413.42108830,14727498.76395590,9992625.14133447,6104050.33834246
2019-04-16,1856015,16520468.92650210,14749178.51170320,10025201.7480994,6130349.19601031
2019-04-17,1858234,16524089.74250540,14753548.58699670,10048004.61022630,6164942.98413427
2019-04-18,1866248,16532719.23850640,14771120.6724607,10059326.56892300,6177771.18320661
2019-04-19,1866805,16534076.05390400,14773896.83772340,10065991.12072470,6190243.33646445
